x,y,z,intensity,gps_time,label,global_id
746009.31499634,2573794.15832397,456.78112793,2827,5357.9727,9,103010001
746002.71489868,2573795.67492554,458.61102295,5911,5357.9727,9,103010001
746003.77871094,2573795.46932861,458.32614136,4626,5357.9727,9,103010001
746004.9348999,2573795.22244141,458.00442505,6682,5357.9727,9,103010001
746008.03359375,2573794.65023682,457.19223022,2827,5357.9727,9,103010001
746009.37410889,2573794.20764038,456.71572876,2827,5357.9727,9,103010001
746002.66439209,2573795.69174072,458.5682373,5911,5357.9727,9,103010001
746003.71959839,2573795.48782227,458.28103638,6168,5357.9727,9,103010001
746004.85738525,2573795.24124023,457.9571228,6425,5357.9727,9,103010001
746007.85140381,2573794.66482422,457.14373779,2827,5357.9727,9,103010001
746009.35750732,2573794.24871704,456.65512085,2827,5357.9727,9,103010001
746002.6098877,2573795.70742676,458.52554321,5654,5357.9727,9,103010001
746003.64129028,2573795.50012085,458.23843384,6168,5357.9727,9,103010001
746004.7836853,2573795.26052734,457.91021729,6425,5357.9727,9,103010001
746009.33269653,2573794.28893921,456.59521484,2827,5357.9727,9,103010001
746002.52660522,2573795.71383545,458.48461914,5654,5357.973,9,103010001
746003.55080566,2573795.51083252,458.19381714,6168,5357.973,9,103010001
746004.69051514,2573795.27401611,457.86642456,8738,5357.973,9,103010001
746007.65709839,2573794.71484253,457.04324341,2570,5357.973,9,103010001
746009.33181152,2573794.32983276,456.53674316,2827,5357.973,9,103010001
746002.46599731,2573795.72762939,458.4425354,5654,5357.973,9,103010001
746003.49160156,2573795.52712891,458.15203857,6168,5357.973,9,103010001
746004.60491333,2573795.29043457,457.82052612,8738,5357.973,9,103010001
746007.55788574,2573794.73834106,456.99542236,2570,5357.973,9,103010001
746007.86290894,2573794.19921753,456.58901978,2570,5357.973,9,103010001
746002.38439331,2573795.73391602,458.4024353,5654,5357.973,9,103010001
746003.42620239,2573795.54333374,458.1083374,6168,5357.973,9,103010001
746004.52318726,2573795.30572388,457.77752686,8738,5357.973,9,103010001
746007.32979736,2573794.74392578,456.95303345,7967,5357.973,9,103010001
746002.30040894,2573795.74084351,458.36062622,4112,5357.973,9,103010001
746003.3492981,2573795.55502197,458.06732178,5911,5357.973,9,103010001
746004.43331299,2573795.32061646,457.73272705,8738,5357.973,9,103010001
746007.25811157,2573794.77041504,456.90481567,13107,5357.973,9,103010001
746002.27428589,2573795.76342651,458.32012939,4112,5357.973,9,103010001
746003.28139648,2573795.57183716,458.02212524,5911,5357.973,9,103010001
746004.35891113,2573795.33862183,457.68792725,8738,5357.973,9,103010001
746007.3137146,2573795.39224121,457.22402954,2827,5357.973,9,103010001
746007.16399536,2573794.79531738,456.85562134,5140,5357.973,9,103010001
746002.28881226,2573795.79571411,458.28222656,12593,5357.973,9,103010001
746003.18880615,2573795.57913086,457.98202515,5911,5357.973,9,103010001
746004.2946106,2573795.35693237,457.64572144,8738,5357.973,9,103010001
746007.25560913,2573795.41934082,457.17443848,2827,5357.973,9,103010001
746007.13540039,2573794.82812378,456.80523682,10537,5357.973,9,103010001
746002.29720459,2573795.8264148,458.24423218,14135,5357.973,9,103010001
746003.11541138,2573795.59103272,457.94223022,5911,5357.973,9,103010001
746004.21248779,2573795.37103149,457.6043396,6425,5357.973,9,103010001
746009.12108765,2573795.80682251,457.02462769,12850,5357.973,9,103010001
746002.1559082,2573794.0816333,457.10903931,6939,5357.973,9,103010001
746002.29949341,2573795.85693237,458.20413208,15420,5357.973,9,103010001
746003.06328735,2573795.60793945,457.9024353,5654,5357.9736,9,103010001
746004.12999878,2573795.38662598,457.56112671,6425,5357.9736,9,103010001
746005.33348999,2573795.13061401,457.17541504,5654,5357.9736,9,103010001
746007.14391479,2573794.90603516,456.69714355,10537,5357.9736,9,103010001
746002.29229126,2573795.8835437,458.16601563,18247,5357.9736,9,103010001
746003.00301514,2573795.62423584,457.8609314,5654,5357.9736,9,103010001
746004.04769287,2573795.40023682,457.52062988,6425,5357.9736,9,103010001
746005.26360474,2573795.15313599,457.12982178,11565,5357.9736,9,103010001
746007.01369629,2573794.92443726,456.65203857,10280,5357.9736,9,103010001
746002.3013855,2573795.91772339,458.12371826,23901,5357.9736,9,103010001
746002.91741333,2573795.63381836,457.82022095,5654,5357.9736,9,103010001
746003.98009644,2573795.42013428,457.4753418,6425,5357.9736,9,103010001
746005.16750488,2573795.17202637,457.08361816,8481,5357.9736,9,103010001
746006.58040771,2573794.89263794,456.63201904,9766,5357.9736,9,103010001
746002.30510864,2573795.94894287,458.08352661,23901,5357.9736,9,103010001
746002.85839233,2573795.65164063,457.77722168,5654,5357.9736,9,103010001
746003.88549194,2573795.43212769,457.43392944,6425,5357.9736,9,103010001
746005.1071106,2573795.19583008,457.03823853,2827,5357.9736,9,103010001
746006.48900757,2573794.91754028,456.58334351,9766,5357.9736,9,103010001
746002.31420288,2573795.98184082,458.04324341,23901,5357.9736,9,103010001
746002.77831421,2573795.66223022,457.73724365,5654,5357.9736,9,103010001
746003.82198486,2573795.45092651,457.39163208,6425,5357.9736,9,103010001
746005.02111206,2573795.21441528,456.99484253,5654,5357.9736,9,103010001
746006.37630615,2573794.93704102,456.53964233,9509,5357.9736,9,103010001
746002.71749268,2573795.67751953,457.69714355,5654,5357.9736,9,103010001
746003.72710571,2573795.46234009,457.35113525,6425,5357.9736,9,103010001
746004.92901001,2573795.23141357,456.95233154,5654,5357.9736,9,103010001
746006.27010498,2573794.95513794,456.49862671,9509,5357.9736,9,103010001
746002.65511475,2573795.6908252,457.65951538,5397,5357.9736,9,103010001
746003.65209351,2573795.47631714,457.31243896,6425,5357.9736,9,103010001
746004.85500488,2573795.25024292,456.91152954,2827,5357.9736,9,103010001
746006.17540894,2573794.97491333,456.45721436,9252,5357.9736,9,103010001
746002.58480225,2573795.70184204,457.62252808,5397,5357.9736,9,103010001
746003.580896,2573795.49111816,457.27401733,6425,5357.9736,9,103010001
746004.75939331,2573795.26443359,456.8727417,5654,5357.9736,9,103010001
746006.00359497,2573794.98293945,456.42092896,8995,5357.9736,9,103010001
746002.47741089,2573795.70413086,457.5852356,6682,5357.974,9,103010001
746003.50090942,2573795.50674316,457.23184204,6168,5357.974,9,103010001
746004.66259155,2573795.28121826,456.82962036,2827,5357.974,9,103010001
746005.67879639,2573794.96331665,456.40054321,8738,5357.974,9,103010001
746002.78728638,2573794.01672241,456.390625,5140,5357.974,9,103010001
746002.39830933,2573795.71523926,457.54522705,5397,5357.974,9,103010001
746003.42119751,2573795.52062866,457.19232178,6168,5357.974,9,103010001
746004.58190308,2573795.29952881,456.78811646,2827,5357.974,9,103010001
746005.20681152,2573794.91772339,456.39422607,8224,5357.974,9,103010001
746002.42449341,2573793.9934375,456.39123535,1542,5357.974,9,103010001
746002.33370361,2573795.72701904,457.50921631,5140,5357.974,9,103010001
746003.3492981,2573795.53604004,457.15274048,6168,5357.974,9,103010001
746004.49770508,2573795.31512329,456.74981689,5654,5357.974,9,103010001
746004.77730713,2573794.87463257,456.3913269,7453,5357.974,9,103010001
746002.13259277,2573793.97942993,456.38513184,1542,5357.974,9,103010001
745997.42119751,2573794.7059314,457.88912964,1028,5357.974,9,103010001
746002.33199463,2573795.757323,457.46853638,1285,5357.974,9,103010001
746003.27379761,2573795.5488269,457.11611938,6168,5357.974,9,103010001
746004.40511475,2573795.33032105,456.7102356,5654,5357.974,9,103010001
746004.33010254,2573794.82812378,456.39031982,6939,5357.974,9,103010001
746001.81789551,2573793.95931885,456.38574219,1542,5357.974,9,103010001
746002.31908569,2573795.78314087,457.43054199,10537,5357.974,9,103010001
746003.19390259,2573795.56191895,457.07781982,6168,5357.974,9,103010001
746004.3244873,2573795.3462207,456.67251587,2827,5357.974,9,103010001
746003.94820557,2573794.79043457,456.38702393,6425,5357.974,9,103010001
746001.54799805,2573793.94644043,456.38012695,1542,5357.974,9,103010001
746002.31130371,2573795.81173584,457.39022827,25700,5357.974,9,103010001
746003.13768921,2573795.57891724,457.04052734,6168,5357.974,9,103010001
746004.22008667,2573795.35833618,456.63504028,5654,5357.974,9,103010001
746003.53881226,2573794.74752686,456.3866272,7710,5357.974,9,103010001
746001.29049072,2573793.93292114,456.37652588,1542,5357.974,9,103010001
746002.32259521,2573795.84591553,457.34881592,23644,5357.974,9,103010001
746002.08580933,2573795.34963867,457.07583618,7196,5357.974,9,103010001
746004.15828857,2573795.37933228,456.59393311,5654,5357.974,9,103010001
746003.15899048,2573794.70873901,456.38513184,7196,5357.974,9,103010001
746000.98778687,2573793.91271851,456.37841797,1285,5357.974,9,103010001
746002.31829224,2573795.8757312,457.30822754,24158,5357.9746,9,103010001
746002.09139404,2573795.38131592,457.03494263,7196,5357.9746,9,103010001
746004.04979858,2573795.38983032,456.55783081,2827,5357.9746,9,103010001
746002.80300293,2573794.67281982,456.38293457,5397,5357.9746,9,103010001
746000.71260986,2573793.89562866,456.37832642,1285,5357.9746,9,103010001
746002.31951294,2573795.90722534,457.26742554,16191,5357.9746,9,103010001
746002.16640625,2573795.43072388,456.98843384,8995,5357.9746,9,103010001
746003.93151245,2573795.39782593,456.52331543,2827,5357.9746,9,103010001
746000.55379639,2573794.27001831,456.61203003,3341,5357.9746,9,103010001
746002.328302,2573795.94091675,457.22592163,24158,5357.9746,9,103010001
746002.1947876,2573795.46862671,456.94534302,10794,5357.9746,9,103010001
746003.85588989,2573795.41503784,456.48501587,5654,5357.9746,9,103010001
746000.33471069,2573794.25262329,456.6043396,4112,5357.9746,9,103010001
746000.24309692,2573793.87164185,456.37112427,1285,5357.9746,9,103010001
746002.32021484,2573795.96832153,457.18771362,18761,5357.9746,9,103010001
746002.31209717,2573795.52813599,456.89642334,5397,5357.9746,9,103010001
746003.93590698,2573795.46563599,456.43283081,8481,5357.9746,9,103010001
746000.11000977,2573794.23333618,456.59863281,3084,5357.9746,9,103010001
746000.04329834,2573793.86282227,456.36624146,1285,5357.9746,9,103010001
746002.70321045,2573795.6592395,456.82263184,5654,5357.9746,9,103010001
746003.80050049,2573795.46743652,456.40371704,8481,5357.9746,9,103010001
746000.05080566,2573794.2462146,456.57272339,3084,5357.9746,9,103010001
745999.80651245,2573793.84692261,456.36791992,1285,5357.9746,9,103010001
746002.61919556,2573795.66781494,456.79013062,5654,5357.9746,9,103010001
746003.40551147,2573795.4085376,456.40441895,8224,5357.9746,9,103010001
746000.03240356,2573794.26702759,456.54162598,3084,5357.9746,9,103010001
745999.62261353,2573793.83932373,456.36291504,2570,5357.9746,9,103010001
746002.53411255,2573795.67883179,456.7538147,7710,5357.9746,9,103010001
746003.05431519,2573795.36154053,456.39782715,7967,5357.9746,9,103010001
745999.93288574,2573794.27511475,456.5163269,2827,5357.9746,9,103010001
745999.49428711,2573793.8429248,456.34683228,2570,5357.9746,9,103010001
746002.36141357,2573796.10372803,457.02493286,1285,5357.9746,9,103010001
746002.45348511,2573795.68923828,456.71972656,7453,5357.9746,9,103010001
746002.72768555,2573795.31564209,456.39471436,7967,5357.9746,9,103010001
745999.90059814,2573794.29293701,456.48751831,2827,5357.9746,9,103010001
745999.37828979,2573793.84701416,456.33123779,1285,5357.975,9,103010001
746002.35750732,2573796.13442871,456.98403931,5397,5357.975,9,103010001
746002.3828064,2573795.70062134,456.68713379,5654,5357.975,9,103010001
746000.95171509,2573794.92501709,456.56643677,2313,5357.975,9,103010001
745999.84261475,2573794.30651733,456.46081543,2827,5357.975,9,103010001
746002.36681519,2573796.16921875,456.9420166,5397,5357.975,9,103010001
746002.35769043,2573795.72552368,456.64813232,1799,5357.975,9,103010001
746000.89681396,2573794.94021484,456.53543091,4626,5357.975,9,103010001
745999.79628906,2573794.32241699,456.43261719,2827,5357.975,9,103010001
746002.3796936,2573796.20513794,456.89971924,5397,5357.975,9,103010001
746002.32079468,2573795.74713013,456.61044312,7453,5357.975,9,103010001
746000.49651489,2573794.87142822,456.54852295,4369,5357.975,9,103010001
745999.74199829,2573794.33642456,456.40591431,2827,5357.975,9,103010001
746002.38479004,2573796.2389209,456.85794067,4112,5357.975,9,103010001
746002.25710449,2573795.76144287,456.57592773,7453,5357.975,9,103010001
746000.41658936,2573794.87933228,456.52233887,4369,5357.975,9,103010001
745999.67229614,2573794.34701416,456.38183594,4883,5357.975,9,103010001
745999.00649414,2573794.89224121,456.89852905,6939,5357.975,9,103010001
746000.0382019,2573794.81332275,456.53613281,4369,5357.975,9,103010001
745999.59279785,2573794.35522339,456.35952759,2570,5357.975,9,103010001
745999.01769409,2573794.92101929,456.86373901,10537,5357.975,9,103010001
745999.34819946,2573794.66934082,456.59262085,4112,5357.975,9,103010001
745999.3684021,2573794.33141968,456.36022949,2570,5357.975,9,103010001
745999.03481445,2573794.95043823,456.82962036,6939,5357.975,9,103010001
745999.27858887,2573794.6769397,456.56903076,7967,5357.975,9,103010001
745999.13839111,2573794.30554077,456.36322021,3084,5357.975,9,103010001
745999.35421143,2573795.06463501,456.76062012,2313,5357.9756,9,103010001
745999.23070679,2573794.68862793,456.54443359,10023,5357.9756,9,103010001
745998.70488892,2573794.23211548,456.40203857,13878,5357.9756,9,103010001
745997.41750488,2573794.82531616,457.16311646,4112,5357.9756,9,103010001
745999.23949585,2573795.05612061,456.74343872,4626,5357.9756,9,103010001
745998.96199951,2573794.64373657,456.55181885,7710,5357.9756,9,103010001
745998.55080566,2573794.2210376,456.39562988,7710,5357.9756,9,103010001
745997.39180908,2573794.83853027,457.13864136,2056,5357.9756,9,103010001
745999.20058594,2573795.07021973,456.71551514,6939,5357.9756,9,103010001
745998.91750488,2573794.65673706,456.52612305,5654,5357.9756,9,103010001
745998.39299927,2573794.20843384,456.39083862,7710,5357.9756,9,103010001
745998.21230469,2573794.18994019,456.39071655,5654,5357.9756,9,103010001
745998.0413147,2573794.17281982,456.39001465,4626,5357.9756,9,103010001
745998.74459229,2573794.70873901,456.42474365,7453,5357.9756,9,103010001
745998.41921387,2573794.64541504,456.44561768,8995,5357.976,9,103010001
745998.35180054,2573794.65081665,456.42584229,3598,5357.976,9,103010001
745998.21489868,2573794.66021606,456.38763428,10537,5357.976,9,103010001
745998.05040894,2573794.63781616,456.38583374,10280,5357.976,9,103010001
745997.91469727,2573794.62292358,456.37982178,6682,5357.976,9,103010001
745997.78469238,2573794.60903809,456.37362671,4883,5357.976,9,103010001
746009.14760742,2573793.85043213,466.90542603,8995,5358.069,9,103010001
746008.9821106,2573793.88912842,466.78182983,8738,5358.069,9,103010001
746008.79351196,2573793.92162964,466.65234375,8738,5358.069,9,103010001
746008.60689697,2573793.95632813,466.52203369,8738,5358.069,9,103010001
746008.4190918,2573793.98702881,466.39492798,8738,5358.069,9,103010001
746008.27379761,2573794.02422974,466.28372192,8738,5358.069,9,103010001
746009.22530518,2573794.24093506,466.56323242,8995,5358.0693,9,103010001
746009.23171387,2573794.34982178,466.46102905,11051,5358.0693,9,103010001
746009.26171265,2573793.80581543,465.83843994,2827,5358.0693,9,103010001
746009.24709473,2573794.40441772,466.4163208,17733,5358.0693,9,103010001
746009.18428955,2573793.8540332,465.75714111,20303,5358.0693,9,103010001
746009.27608643,2573794.51632568,466.32363892,19789,5358.0693,9,103010001
746009.18499146,2573793.96234009,465.65463257,25700,5358.0693,9,103010001
746009.2690979,2573794.5710437,466.26773071,8738,5358.0693,9,103010001
746009.20220337,2573794.01974365,465.60812378,17476,5358.0693,9,103010001
746009.28560791,2573794.7401416,466.11502075,8738,5358.07,9,103010001
746009.28539429,2573794.84863159,466.0123291,6425,5358.07,9,103010001
746009.15981445,2573794.88583252,465.9130249,6425,5358.07,9,103010001
746009.27120361,2573794.41451904,465.2694397,25700,5358.07,9,103010001
746008.71990356,2573794.92913696,465.64733887,2056,5358.07,9,103010001
746005.75948486,2573794.52032349,464.51852417,7967,5358.0703,9,103010001
746005.6553894,2573794.55023071,464.43731689,5654,5358.0703,9,103010001
746005.51931152,2573794.57443115,464.34521484,7710,5358.0703,9,103010001
746006.91460571,2573794.31674072,464.28713989,2570,5358.0703,9,103010001
746005.40709839,2573794.60192749,464.26254272,11565,5358.0703,9,103010001
746006.6223999,2573794.32601807,464.14562988,10023,5358.0703,9,103010001
746005.16430054,2573794.60702393,464.1340332,5654,5358.0703,9,103010001
746006.57109985,2573794.36761353,464.08401489,15163,5358.0703,9,103010001
746007.97548828,2573794.06472656,463.96502686,7453,5358.0703,9,103010001
746005.05669556,2573794.63143799,464.05651855,5397,5358.0703,9,103010001
746009.44838867,2573793.76434204,463.74414063,3084,5358.0703,9,103010001
746007.77181396,2573794.14001343,463.81503296,10023,5358.0703,9,103010001
746009.44030151,2573793.817229,463.69363403,3084,5358.0703,9,103010001
746005.00869141,2573794.71002075,463.95962524,5397,5358.071,9,103010001
746006.36919556,2573794.47643921,463.89263916,22102,5358.071,9,103010001
746007.56868896,2573794.16692993,463.70922852,9766,5358.071,9,103010001
746005.02160034,2573794.75463745,463.92523193,7453,5358.071,9,103010001
746006.04299316,2573794.47561523,463.74572754,16448,5358.071,9,103010001
746007.30581055,2573794.18282959,463.58953857,9766,5358.071,9,103010001
746005.03289185,2573794.80343506,463.88613892,7453,5358.071,9,103010001
746005.89959106,2573794.50082275,463.65771484,13878,5358.071,9,103010001
746007.15380249,2573794.21664307,463.49813843,9766,5358.071,9,103010001
746009.33638916,2573792.9592273,462.34042358,2827,5358.071,9,103010001
746005.05858765,2573794.85262939,463.85403442,7453,5358.071,9,103010001
746005.67119751,2573794.51443359,463.5418396,6682,5358.071,9,103010001
746006.99169312,2573794.24572632,463.40704346,9766,5358.071,9,103010001
746008.56749878,2573793.95031616,463.2696228,9252,5358.071,9,103010001
746009.27440796,2573793.01193115,462.27844238,8738,5358.071,9,103010001
746005.05410156,2573794.89431641,463.81384277,7453,5358.071,9,103010001
746005.56090698,2573794.54113647,463.46783447,2056,5358.071,9,103010001
746006.82891235,2573794.27151367,463.31881714,9509,5358.071,9,103010001
746008.42669067,2573793.98654053,463.18823242,12593,5358.071,9,103010001
746009.28630981,2573793.06591675,462.23364258,2827,5358.071,9,103010001
746005.05870972,2573794.93762085,463.7767334,7453,5358.071,9,103010001
746005.43889771,2573794.56512329,463.39093018,13107,5358.071,9,103010001
746006.68288574,2573794.29873535,463.2361145,4626,5358.071,9,103010001
746008.27199707,2573794.02041504,463.10412598,9252,5358.071,9,103010001
746009.29619751,2573793.12261841,462.1859436,2827,5358.071,9,103010001
746004.72368774,2573794.92101929,463.6222229,3598,5358.071,9,103010001
746005.32268677,2573794.59191772,463.3142395,8481,5358.071,9,103010001
746006.54299316,2573794.33083984,463.15133667,9509,5358.071,9,103010001
746008.23140869,2573794.07171509,463.04412842,3084,5358.071,9,103010001
746004.11730347,2573794.84832642,463.38162231,6939,5358.071,9,103010001
746006.41781006,2573794.36193726,463.07351685,9509,5358.071,9,103010001
746009.25231323,2573794.24392578,463.24551392,22616,5358.0713,9,103010001
746004.07628784,2573794.88052246,463.33181763,5140,5358.0713,9,103010001
746006.41060791,2573794.40692017,463.03042603,6939,5358.0713,9,103010001
746009.25530396,2573794.29751465,463.19891357,12850,5358.0713,9,103010001
746004.81969604,2573795.06732056,463.5385437,5397,5358.0713,9,103010001
746005.04390869,2573794.67834351,463.11083984,8224,5358.0713,9,103010001
746007.15310059,2573794.56143066,463.18832397,12079,5358.0713,9,103010001
746009.2736145,2573794.35302612,463.15612793,12850,5358.0713,9,103010001
746009.1887146,2573793.8356311,462.54882813,25700,5358.0713,9,103010001
746004.68731079,2573795.08712647,463.4538269,5397,5358.0713,9,103010001
746005.04580078,2573794.72341797,463.07122803,10280,5358.0713,9,103010001
746007.2914978,2573794.63503906,463.17782593,4883,5358.0713,9,103010001
746009.28429565,2573794.4132373,463.10641479,22616,5358.0713,9,103010001
746009.18938599,2573793.89153931,462.49972534,25700,5358.0713,9,103010001
746004.58800659,2573795.11093018,463.38241577,5397,5358.0713,9,103010001
746005.04009399,2573794.76953003,463.02752686,8224,5358.0713,9,103010001
746008.61019287,2573794.88592407,463.47943115,10023,5358.0713,9,103010001
746009.27520142,2573794.46813843,463.05462646,22616,5358.0713,9,103010001
746009.21169434,2573793.95242188,462.45251465,20560,5358.0713,9,103010001
746009.30510864,2573792.96182129,461.32043457,7196,5358.0713,9,103010001
746004.45110474,2573795.12863037,463.29772949,5140,5358.0713,9,103010001
746005.03780518,2573794.81393311,462.98681641,8224,5358.0713,9,103010001
746008.5263916,2573794.93002197,463.40682983,7453,5358.0713,9,103010001
746009.28728638,2573794.52853272,463.00521851,19275,5358.0713,9,103010001
746009.21190796,2573794.00842163,462.40344238,25700,5358.0713,9,103010001
746009.31340942,2573793.02123901,461.2701416,9766,5358.0713,9,103010001
746004.34719238,2573795.14593384,463.2300415,5140,5358.0713,9,103010001
746005.06340942,2573794.86123535,462.95632935,6168,5358.0713,9,103010001
746008.29628906,2573794.94262573,463.30432129,7453,5358.0713,9,103010001
746009.31600342,2573794.58303711,462.96731567,12850,5358.0713,9,103010001
746009.20778809,2573794.06103394,462.35592651,25700,5358.0713,9,103010001
746009.31109009,2573793.07171509,461.22583008,9766,5358.0713,9,103010001
746004.30330811,2573795.17983887,463.17782593,6939,5358.0713,9,103010001
746006.57949219,2573795.18652222,463.34841919,10023,5358.0713,9,103010001
746008.140802,2573794.97143433,463.21713257,7453,5358.0713,9,103010001
746009.34090576,2573794.64263794,462.92352295,25700,5358.0713,9,103010001
746009.2211853,2573794.1184375,462.30941772,25700,5358.0713,9,103010001
746004.40310059,2573795.24401733,463.1708374,6939,5358.072,9,103010001
746006.44408569,2573795.21014282,463.26672363,9766,5358.072,9,103010001
746005.26378784,2573794.55773804,462.44052124,2056,5358.072,9,103010001
746009.33269653,2573794.69781372,462.87213135,22616,5358.072,9,103010001
746009.2322937,2573794.17303345,462.26501465,25700,5358.072,9,103010001
746004.54390869,2573795.31552002,463.17803955,7196,5358.072,9,103010001
746006.28759155,2573795.22662231,463.18203735,7196,5358.072,9,103010001
746005.15319214,2573794.58282349,462.37463379,6682,5358.072,9,103010001
746009.33379517,2573794.75161621,462.82531738,25700,5358.072,9,103010001
746009.25679932,2573794.22912476,462.22332764,14649,5358.072,9,103010001
746005.12230835,2573795.48342773,463.31942749,3598,5358.072,9,103010001
746008.99660645,2573792.27014038,459.91162109,5654,5358.072,9,103010001
746006.1440979,2573795.24493286,463.10162354,9509,5358.072,9,103010001
746005.04430542,2573794.60763428,462.30981445,8995,5358.072,9,103010001
746009.35201416,2573794.80782959,462.78253174,25700,5358.072,9,103010001
746009.25380859,2573794.28481934,462.1736145,11822,5358.072,9,103010001
746009.08910522,2573792.32772705,459.87164307,7453,5358.072,9,103010001
746006.00609741,2573795.26592896,463.02142334,9252,5358.072,9,103010001
746005.03301392,2573794.65063355,462.26751709,8995,5358.072,9,103010001
746009.27730713,2573794.8533313,462.71682739,9509,5358.072,9,103010001
746009.27401123,2573794.3434436,462.12854004,11822,5358.072,9,103010001
746009.16539917,2573792.38531372,459.83001709,1799,5358.072,9,103010001
746005.89440308,2573795.2915332,462.94903564,6939,5358.072,9,103010001
746005.03121338,2573794.69521973,462.22763062,8995,5358.072,9,103010001
746009.07650146,2573794.87982056,462.62423706,3084,5358.072,9,103010001
746004.75570068,2573792.30493042,459.43222046,3598,5358.072,9,103010001
746005.05959473,2573794.74523804,462.19522095,6682,5358.072,9,103010001
746009.29799805,2573794.45892212,462.03512573,23644,5358.072,9,103010001
746009.16140137,2573792.96032593,460.30761719,5654,5358.072,9,103010001
746005.24358521,2573792.36523315,459.43191528,2570,5358.072,9,103010001
746005.65880737,2573795.33831665,462.80291748,2056,5358.072,9,103010001
746005.059198,2573794.79022095,462.15582275,8995,5358.072,9,103010001
746008.67019043,2573794.92922852,462.44113159,3084,5358.072,9,103010001
746009.30761108,2573794.51653931,461.98791504,20560,5358.072,9,103010001
746005.63179932,2573792.42452881,459.42193604,4112,5358.0723,9,103010001
746005.42128906,2573795.33624146,462.69882202,2056,5358.0723,9,103010001
746005.0854126,2573794.84011719,462.1227417,4369,5358.0723,9,103010001
746009.31499634,2573794.57394287,461.94042969,25700,5358.0723,9,103010001
746005.17839966,2573795.76891968,463.09732056,9252,5358.0723,9,103010001
746006.21120605,2573792.49322388,459.42404175,4369,5358.0723,9,103010001
746005.29351196,2573795.35574219,462.62493896,4112,5358.0723,9,103010001
746006.66381226,2573795.17492554,462.45462036,7196,5358.0723,9,103010001
746008.30788574,2573794.01342651,461.16253662,11051,5358.0723,9,103010001
746005.09499512,2573795.7948291,463.0333252,9252,5358.0723,9,103010001
746006.22820435,2573792.54183838,459.3840332,1285,5358.0723,9,103010001
746005.17119751,2573795.37582275,462.55303955,6168,5358.0723,9,103010001
746006.45379028,2573795.18542358,462.36282349,2313,5358.0723,9,103010001
746009.33110962,2573794.68893311,461.84552002,25700,5358.0723,9,103010001
746008.15358887,2573794.04962036,461.09313965,7967,5358.0723,9,103010001
746009.18099365,2573793.67263672,460.67883301,9766,5358.0723,9,103010001
746002.26479492,2573795.16113159,462.17593384,4112,5358.0723,9,103010001
746006.95870361,2573792.62203857,459.39233398,1542,5358.0723,9,103010001
746005.1697937,2573795.42114136,462.51321411,8224,5358.0723,9,103010001
746006.33580933,2573795.21212647,462.29324341,9509,5358.0723,9,103010001
746006.49968872,2573794.34942505,461.30343628,14392,5358.0723,9,103010001
746009.17391357,2573793.72802612,460.62973022,7196,5358.0723,9,103010001
746002.2184082,2573795.18774292,462.12982178,5654,5358.0723,9,103010001
746007.48580322,2573792.69653198,459.3840332,1542,5358.0723,9,103010001
746005.17589722,2573795.46813843,462.4753418,8224,5358.0723,9,103010001
746006.22310791,2573795.23922607,462.2255249,6939,5358.0723,9,103010001
746005.09841309,2573794.60742065,461.49032593,8481,5358.0723,9,103010001
746009.17849121,2573793.78433105,460.58203125,14649,5358.0723,9,103010001
746002.12859497,2573795.20352051,462.07171631,5654,5358.0723,9,103010001
746009.16079102,2573792.83071777,459.44592285,7453,5358.0723,9,103010001
746005.16100464,2573795.51052734,462.43212891,6168,5358.0723,9,103010001
746004.42119751,2573794.53793213,461.3175354,2827,5358.0723,9,103010001
746006.25460205,2573794.41174194,461.1774292,2313,5358.0723,9,103010001
746007.6539856,2573794.14892456,460.88421631,5140,5358.0723,9,103010001
746009.19658813,2573793.84213135,460.53604126,12079,5358.0723,9,103010001
746002.06130371,2573795.22442505,462.02041626,4112,5358.0723,9,103010001
746009.15108643,2573792.88323853,459.39984131,5654,5358.0723,9,103010001
746005.16469727,2573795.55493042,462.39584351,6168,5358.0723,9,103010001
746004.79470215,2573794.6436145,461.3550415,2827,5358.0723,9,103010001
746006.09450684,2573794.43414185,461.11123657,11308,5358.0723,9,103010001
746007.4789978,2573794.17922852,460.81503296,7710,5358.0723,9,103010001
746009.06420288,2573793.88213989,460.4753418,7196,5358.0723,9,103010001
746005.17958984,2573795.60394165,462.36032104,8224,5358.0723,9,103010001
746005.01720581,2573794.72701904,461.35961914,8481,5358.0723,9,103010001
746005.97530518,2573794.46414063,461.05032349,22359,5358.0728,9,103010001
746007.28811035,2573794.20413086,460.74673462,10280,5358.0728,9,103010001
746008.66240845,2573793.89642212,460.38302612,9509,5358.0728,9,103010001
746005.04000244,2573794.77621338,461.32522583,8481,5358.0728,9,103010001
746005.86559448,2573794.49493286,460.99163818,19789,5358.0728,9,103010001
746007.17168579,2573794.2401416,460.68713379,17733,5358.0728,9,103010001
746008.49389038,2573793.93331787,460.31784058,9509,5358.0728,9,103010001
746005.121698,2573793.18331787,459.50003052,4883,5358.0728,9,103010001
746005.06450806,2573794.82592651,461.2911377,8481,5358.0728,9,103010001
746005.72631226,2573794.52062866,460.92861938,19275,5358.0728,9,103010001
746007.14559326,2573794.2875354,460.64013672,10023,5358.0728,9,103010001
746008.28170166,2573793.96453735,460.24884033,11822,5358.0728,9,103010001
